texto_limpo,sentimento,Query
"Rodrigo Guth 24 zagueiro brasileiro, que vem sendo vinculado com clubes brasileiros como Grêmio, Vitória e Bragantino postou um foto no Instagram de um avião... Será que ta vindo??",Neutro,Gremio
Sempre bom relembrar,Positivo,Gremio
SER IMORTAL É JAMAIS DESISTIR! João Borne mostrou que o nosso manto é pesado e não importa a categoria. Espírito de Tricolor para deixar tudo igual na ida das semifinais do GauchãoSub17! BaseGremista Sub17,Positivo,Gremio
Monsalve vai assistir o jogo da Arena do Grêmio!,Neutro,Gremio
O TRABALHO SEGUE Brasileirão2025 GRExCOR,Neutro,Gremio
Breno Bidon Grêmio,Neutro,Gremio
"O Grêmio chegou a fazer o segundo, mas o gol foi anulado. A justificativa a bola saiu toda. E aí, saiu ou não saiu? BrasileiraoNoPremiere",Neutro,Gremio
"Sport, Vasco e Grêmio são os times que deramirão dar menos dias de férias durante a pausa para a Copa do Mundo de Clubes. O Sport se reapresentou ontem.",Neutro,Gremio
Braithwaite pelo Grêmio 2024. 20 Jogos 8 Gols 2 Assistências 2025. 26 Jogos 13 Gols 3 Assistências,Neutro,Gremio
"VOCES ESTÃO NO LUGAR AONDE PERTENCE, VOCÊS SÃO PATÉTICOS, HORRÍVEIS, LIXOS IMUNDOS, VOCÊS SÃO PODRES NUNCA SERÃO GRÊMIO SEUS MERDAS",Negativo,Gremio
Em 14 partidas na Arena do Grêmio pelo Campeonato Brasileiro Luis Suárez 7 gols Braithwaite 6 Gols,Neutro,Gremio
"Após o jogo de ontem, Dodi parou para atender uma família que veio de longe. A família é parente dele e ganhou duas camisas do volante gremista! gremio",Neutro,Gremio
"GRAVÍSSIMO! Se isso aqui é contra o Corinthians seria marcado PÊNALTI sem o VAR Como é a favor do Grêmio, eles nem cogitam olhar e mandam o jogo seguir. É uma PIADA!",Negativo,Gremio
Doutor me diga doutor a bambolete do cuvaida já quis se aproveitar da situação e ofereceu seu rabo azulino em troca para o bandido FIFA 2006 ainda dizem que é implicância nossa doutor devemos estar loucos vendo coisas kkkk gazelada chupa piça vão se foder,Negativo,Gremio
"Torcida do , 700km de casa, logo após as enchentes",Neutro,Gremio
"New Balance, Mizuno ou Puma no Grêmio? Ainda não está definido, mas proposta da New Balance agradou. Veja como são as camisas dos clubes que vestem a marca.",Neutro,Gremio
"FIIIIIIIM DE JOGO NO CENTENÁRIO Caxias em vantagem! Com o apoio da torcida grená e com gols de Gil Baiano, Ivair e Márcio Hahn, vencemos o Grêmio por 3 a 0 no Centenário. Grená do Povo em vantagem para a segunda partida no Estádio Olímpico, em busca do título inédito!",Positivo,Gremio
"Renato foi massacrado com JP Galvão improvisado de 9 Time jogando a 800 km de casa Elenco abalado psicologicamente pelos fatos ocorridos no RS Treinos interrompidos Calendário desorganizado Mesmo assim, só porrada. Roger, com elenco completo, estrutura intacta",Negativo,Gremio
"desde 2020 eu torço mais para o Liverpool. eu peguei tanto nojo das últimas duas gestões do Grêmio que me fizeram até perder parte da paixão que eu tinha. não choro pelo Grêmio desde 2017, enquanto já devo ter chorado umas 20x pelo Liverpool desde que comecei a torcer 2018",Negativo,Gremio
"Reencontro à vista? Segundo o jornal A Bola, de Portugal, o presidente do Grêmio, Alberto Guerra, teria se encontrado com o presidente do Sporting, Frederico Varandas, durante a final da Champions League, em Munique. O assunto? A possível volta de Biel ao Tricolor, por",Neutro,Gremio
Sem graficos por hoje!! Passando raiva com meu Gremio.,Negativo,Gremio
mundo indo de ralo com a tabela do Brasileirão exatamente como está,Negativo,Gremio
aqui foi cinema puro,Positivo,Gremio
transando com uma portoalegrense nossa tu tá tão quietinho começo a falar vamo grêmio enquanto meto,Neutro,Gremio
KAYKE LANCES DE HABILIDADE GREMIO X CORINTHIANS,Neutro,Gremio
"E essa resenha do Alex Santana, novo jogador do Grêmio?",Neutro,Gremio
Caique Praticante do Esporte Futebol.,Neutro,Gremio
"Inter quer Caíque, sabe que negócio com Grêmio está caindo e não descarta a sua contratação. Juventude pede pasmem 7 milhões de reais 2 jogadores emprestado pagos na totalidade pelo Colorado Opinião se acontecer esse negócio, é hora de cair todo mundo. Ernst",Negativo,Gremio
Martin Braitwaite fez ontem um dos mais lindos gols da história da arena Grêmio. Jogada fantástica.,Positivo,Gremio
Hoy jugó Grêmio que empató 1-1 con Corinthians. El gol tricolor lo hizo Braithwaite. Que locazo que a ese on ? lo vamos a enfrentar en Matute.,Positivo,Gremio
"2T50min GOOOOOOOOOL DO GRÊMIO!!!! Shashá na cobrança de falta pra área, a Valeria Paula sobe mais que a defesa e cabeceia firme pro fundo do gol. Real Brasília 2x1 Grêmio BrFeminino2025 RBRxGRE Mosqueteiras",Neutro,Gremio
"Um Grêmio 3x0 Corinthians num domingo de manhã, em meados de 2016. Eu fui, eu tava.",Neutro,Gremio
"Mais um golaço de falta do Grêmio no Grenal válido pelo Brasileirão sub-17, dessa vez foi a vez do Roger! 2x0 Vídeo GrêmioTV",Neutro,Gremio
"O Grêmio tem um camisa 10 no Sub-17 que se bem lapidado, vai ajudar muito no futuro ROGER.",Neutro,Gremio
Puerto Armuelles,Neutro,Gremio
Kike Olivera no Uruguai,Neutro,Gremio
Uma arrancada de Kannemann num Grêmio x Corinthians em 2019.,Neutro,Gremio
LEMBRANDO GOLS DO CONFRONTO GRÊMIO Corinthians Alessandro Evaldo Hilhota,Neutro,Gremio
"O melhor lugar para comemorar o dia dos namorados! Hoje ainda é mais especial, com a nossa maior benção, fruto dessa paixão que é o Grêmio! gauchodageral geraldogremio diadegremio gremio Deus família",Positivo,Gremio
"MEU CAMISA 8 PORRAAAA VEMMMMM TIM BORAAAA MIL VEZES MELHOR QUE OS QUE TEM AQUI E É OS QUE A DIREÇÃO INCOMPETENTE PODE TRAZER CARBALLO, WELCOME!",Negativo,Gremio
Se prendieron las Alarmas !!! ya pasó 13 de junio y miles de personas no cobraron el Bono Único Familiar y NO HAY INFORMACION !!!,Neutro,Gremio
"Há 33 anos, o vencia o Inter por 2 a 0, pela Taça RBS, com dois gols de falta. Jandir e Lira Olímpico Monumental Emerson Ferretti Grotto, Wagner Fernandes, Luciano, Lira Jandir, Caçapa, Juninho, Caio Alcindo Sartori e Marcos Severo. Tec Ernesto Guedes",Neutro,Gremio
Marcelo Marques posta vídeo em seu IG,Neutro,Gremio
"O CULER MARTIN BRAITHWAITE MARCA PRO GRÊMIO PELO TERCEIRO JOGO CONSECUTIVO!!!!! Baila, Braith!",Neutro,Gremio
"Grêmio 2024 - 12 jogos, 11 pontos, 3 vitorias! Vergonha vai cair Inter 2025 - 12 jogos, 11 pontos, 2 vitorias! Ta se atrasando na briga pelo titulo! Bem vindo, essa é a imprensa do RS!",Negativo,Gremio
Mais um pênalti sonegado pro Grêmio e contando...,Negativo,Gremio
"É O MELHOR PRÉ-JOGO DO MUNDO! Ontem foi dia dos namorados e o entorno da Arena estava daquele jeito que a gente ama. Agora, como aguentar um mês sem esse esquenta?",Positivo,Gremio
Friozinho no Dia dos Namorados pede uma lareira Meu vô que estava mais de 30min em silêncio,Neutro,Gremio
"Há 10 anos, o vencia o Athletico-PR por 2x1 pela 7ª rodada do Campeonato Brasileiro. Giuliano e Rhodolfo Arena do Grêmio Tiago Machowski Galhardo, Geromel, Rhodolfo, Marcelo Oliveira Walace, Maicon, Giuliano, Douglas Luan e Pedro Rocha. Tec Roger Machado",Neutro,Gremio
Quem consegue nos ajudar com essa demanda que apareceu? Eu no trabalho na sexta-feira,Neutro,Gremio
LANÇAMENTO DE QUARTERBACK DO TIAGO VOLPI QUE JOGADA DO ALYSSON 2006 E QUE FINALIZAÇÃO DO BRAITHWAITE!!! GOLAÇO DO GRÊMIO!,Positivo,Gremio
Mano Menezes em casa vendo um jogo de futebol de nove gols,Neutro,Gremio
"Rodrigo Guth, zagueiro na mira do Grêmio ?",Neutro,Gremio
"Wagner Leonardo, zagueiro do Grêmio, em entrevista ao GE",Neutro,Gremio
"BREAKING NEWS Mulher sofre acidente de carro, precisa fazer 12 pontos e ultrapassa internacional na tabela do Brasileirão",Neutro,Gremio
Tá escrito Grêmio no arroz,Neutro,Gremio
"Soteldo está em vias de ser anunciado como reforço do Fluminense. Em 2024, pelo Grêmio, foram 11 participações diretas para gol, que foram somadas a 3 assistências pela Venezuela. Separei algumas dessas participações abaixo",Neutro,Gremio
"Grêmio 10 dias de folga. Inter 15 dias de folga. Só imaginem se fosse o contrário, com Grêmio no Z4... Só imaginem o escândalo que a imprensa faria. Mas por enquanto, um silêncio!",Negativo,Gremio
Golaço de Müller pelo Corinthians contra Grêmio na Copa do Brasil 2001!,Positivo,Gremio
Grêmio escalado Vamos!,Neutro,Gremio
AGORA! Tetê revela que está negociando sua volta para o GRÊMIO nesse momento!,Neutro,Gremio
Marcelo Marques promete a torcida do Grêmio em caso de eleição como Novo Presidente do Tricolor Todos que apostaram nele e no Gremismo dele não vão se arrepender. Prometeu colocar o Grêmio onde é o lugar dele entre os GIGANTES. Grêmio vai ter 300K de sócios.,Positivo,Gremio
"E É GOL DO IMORTAL Se tem gol do Grêmio, tem Braithwaite. Depois de grande jogada de Alysson, o dinamarquês não perdoou e mandou pro fundo das redes BrasileiraoNoPremiere",Neutro,Gremio
Fim de semana com Data Fifa,Neutro,Gremio
Amuzu nem sabe oq ta fazendo no Grêmio. Pavón um dos piores jogadores do que ja vi na vida. Kike Olivera vagabundo e ainda finge lesão. O ÚNICO PONTA que o Grêmio tem é o ALYSSON.,Negativo,Gremio
O Jemerson de 2016 seria ouro para o Grêmio atual,Neutro,Gremio
"Não existe manter Mano Menezes, é um dos piores técnicos que tivemos nesses últimos anos. O time não evolui nada, qualquer time chega na Arena, põe a bola no chão e envolve toda a marcação do Grêmio.",Negativo,Gremio
El peor Gremio de la historia? No creo. Pero el más bajito si. Se encuentra a media tabla y a 16 puntos del primer puesto. Es como un UTC en Brasil. No debería ser problema para alianza ganarle la llave.,Neutro,Gremio
Grêmio Corinthians Dois gigantes do futebol brasileiro frente a frente Quem leva a melhor?,Neutro,Gremio
Assim estava o gramado da Arena ontem a tarde. Hoje tem Grêmio x Corinthians.,Neutro,Gremio
Grêmio x Corinthians para um público de pouco mais de 20 mil! Agência IDC Corinthians Grêmio,Neutro,Gremio
Essa seria a foto mais icônica do futebol brasileiro?,Positivo,Gremio
Ancelotti vendo que começou a mascar o chiclete de canela,Neutro,Gremio
,Neutro,Gremio
E este sorvete com cobertura ou sem? GrandeConquista,Neutro,Gremio
A disputa de pênaltis entre Grêmio x Corinthians na Copa do Brasil 2013.,Neutro,Gremio
"Mérito do jogador do Grêmio, mas o Cacá não pode perder viagem. Ou enfia um bicudo na bola ou faz a falta. O André Ramalho me irrita demais, teve zero culpa no lance, mas o jeito que ele vira a bunda em absolutamente qualquer jogada irrita muito!",Negativo,Gremio
QUINTA-FEIRA NÃO CHEGA NUNCA! Parece que o tempo não passa sem jogo do Tricolor. Contamos contigo no duelo com o Corinthians! Ingresso em,Neutro,Gremio
"GOLAÇO! Numa jogada espetacular das mãos de Volpi, na trama de Alysson e no golaço de Martin Braithwaite! GRÊMIO",Positivo,Gremio
Fabiano Baldasso fazendo campanha para Paulo Caleffi Presidente do Grêmio Gremio,Neutro,Gremio
OPINIÃO! GUSTAVO MARTINS NÃO PODE SER NEGOCIADO. Tem que ter seu contrato renovado! É a melhor fase desse jogador com a camiseta do Grêmio. É negociável só para EUROPA!,Neutro,Gremio
falem agora que o Matheuzinho não acerta nada no ataque ele tabelou com o jogador do Grêmio pra dar o passe pro Bidon,Neutro,Gremio
Tetê revela que está negociando seu retorno ao Grêmio nesta janela de transferências. Canal do Gamba,Neutro,Gremio
"Confira os instantes finais e a disputa de pênaltis emocionante da Copa do Brasil de 2017, em que o Cruzeiro mostrou por que é o clube mais copeiro do país e derrotou o timaço Grêmio campeão da Libertadores numa partida histórica realizada no dia 27 de setembro de 2017.",Positivo,Gremio
ATENÇÃO! Chegou a HORA Vem ser FELIZ NO GRÊMIO,Neutro,Gremio
"EU TÔ CONTIGO, MEU GRÊMIO! O grito que sempre ecoa. A força que nunca se esgota. Paixão que não se acaba. A tua energia não contagia, comanda. Nós somos o Grêmio. Te associa em e mostra TôContigoMeuGrêmio!",Positivo,Gremio
"Time desgraçado, maldito e que só me estressa Eu no fim de semana sem jogo",Negativo,Gremio
"Parte da torcida foi atras da campanha baixa feita por alguns influencers, parte da torcida tb tem culpa pelo que passamos. Queriam extirpar Braithwaite do Grêmio. Ele tem números ótimos, só inferior a Suárez, nos últimos muitos anos do Grêmio. Sejam mais pelo Grêmio e menos",Negativo,Gremio
GOLAÇO DE BRENO BIDON! GRÊMIO 1-1 CORINTHIANS!,Positivo,Gremio
Aquecimento iniciado!,Neutro,Gremio
"COLMED se reunió con la Contralora General de la República, Dorothy Pérez , para abordar la colaboración del gremio en el buen uso de licencias médicas y otros instrumentos legales o administrativos, en el contexto de futuras fiscalizaciones. Desde el Colegio",Neutro,Gremio
Felipe Carballo é o Camisa 8 que o Grêmio tanto precisa e sente falta? Vive uma fase regular na MLS após um começo instável. Uruguaio pode retornar ao Grêmio no meio do ano.,Neutro,Gremio
"Volantes de características similares, que saltam pressão, que perseguem, que dependem do físico. Afundam e nenhum guarda o funil ou fica para lutar pela segunda bola. Um gol corriqueiro que o Grêmio toma. E é nessa que Mano implora por um volante mais posicional ali.",Negativo,Gremio
DIA DOS NAMORADOS NA GRÊMIOMANIA O presente perfeito está na nossa loja oficial. Faça como o Gustavo Martins e a Raissa! Não erre na lembrança do dia mais romântico do ano. 𝙊 𝙖𝙢𝙤𝙧 𝙚𝙨𝙩𝙖 𝙣𝙤 𝙖𝙧!,Positivo,Gremio
AMUZU pelo Grêmio 15 jogos 1 gol 1 assistência 15 caganeiras 27 desconfortos musculares 1 término amizade com kaick GOAT!,Neutro,Gremio
Cuál es el personaje más querido de la saga Assassins Creed? AssassinsCreed Assassin Hermandad,Neutro,Gremio
Marlon te desafia quem são os ninjas do Tricolor?,Neutro,Gremio
"Wagner Leonardo, após Grêmio 1 x 1 Corinthians Parabenizar a equipe, nós vamos numa sequência de quatro jogos sem perder, melhoramos na competição.",Positivo,Gremio
tava aqui assistindo prison break e do nada um Gremio x Fluminense???????,Neutro,Gremio
"Quase! É a vez do Corinthians acertar a trave, com Talles Magno! Segue Grêmio 0 x 0 Corinthians.",Neutro,Gremio
Grêmio X Corinthians,Neutro,Gremio
"Rogério Ceni fazendo TRÊS defesas em seguidas em 1997, contra o Grêmio",Neutro,Gremio
mais um episódio desse grande sitcom chamado Grêmio Football Porto-alegrense KKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKK,Positivo,Gremio
"Grêmio de 2017, melhor que essa seleção. Começando pelo goleiro.",Positivo,Gremio
Vocês negociariam Matías Arezo nesta janela do meio do ano?,Neutro,Gremio
"Viralizou nas redes, na tarde desta quinta 5, um vídeo que mostra, possivelmente, o jogador Nathan Pescador, do Grêmio, recebendo uma mãozinha após ficar sem combustível. Sem posto por perto, alguém apareceu com um galão e resolveu a situação improvisando o",Neutro,Gremio
O último Grêmio e Corinthians Esse jogo foi coisa de maluco.,Neutro,Gremio
"Marcelo Marques, pré-candidato à presidência do Grêmio, republicou um story da Prato Fino, de Celso Rigo. Um pão e um arroz. No meio do pão, escrito Grêmio com arroz. Irão anunciar que Rigo está junto de Marcelo nas eleições do Grêmio.",Neutro,Gremio
FAZ O ARCO E CORRE PRO ABRAÇO! Roger meteu um golaço de falta por fora da barreira. Sem chances nenhuma para o goleiro! BrasileirãoSub17 Sub17 BaseGremista Vem conferir a palavra dele após a vitória no clássico!,Neutro,Gremio
"Exclusivo! Grêmio se aproxima de acerto com Caique, do Juventude O Grêmio está cada vez mais perto de conseguir a contratação de Caique, destaque do Juventude. O interesse no jogador é antigo o clube já havia tentado sua contratação em maio, mas as conversas estavam",Neutro,Gremio
O MANTO É LINDO DEMAIS! Com ele a gente sempre fica bem trajado em qualquer ocasião. Garante o teu em,Positivo,Gremio
"Biel, ponta-esquerda do Sporting, atrai interesse do Galo, além de Grêmio, Botafogo e São Paulo. O jogador de 24 anos pode agitar o mercado!",Neutro,Gremio
"Cuando era joven, ... ACEmbers EzioAuditore AssassinsCreed",Neutro,Gremio
FULL PEPÃO DA B,Neutro,Gremio
"ESPETACULAR QUE FALA? Camisa retrô oficial do GRÊMIO, confeccionada em algodão, gola e barra das mangas tricolores e o escudo bordado. Use o cupom GFBPA10 e garanta a sua em nosso site!",Positivo,Gremio
O Grêmio simplesmente movimentando a industria alimentícia do Brasil. MEGAZORD.,Positivo,Gremio
Meu amigo que nunca leu um livro de poesia e só fala de futebol o ano inteiro Ele do nada nos stories no Dia dos Namorados,Neutro,Gremio
"Agora o jogador fica queimado por parte da torcida devido a uma fake news de jornalistas irresponsáveis, assim como já aconteceu outras vezes. É complicado...",Negativo,Gremio
"BELO Y GRÊMIO Em parceria com a Combo Agência, os primeiros 500 sócios que passarem no Quadro Social, a partir das 17h do dia 1206, com a biometria facial feita, garantem um par de ingressos pra essa noite inesquecível. Não perca!",Neutro,Gremio
Eu nunca vi o comentarista Sérgio Xavier elogiando o Grêmio,Neutro,Gremio
"É Corinthians, só lamento...",Negativo,Gremio
Mais um golaço! Breno Bidon empata para o Corinthians diante do Grêmio!,Positivo,Gremio
Y eso que ella está en las grandes ligas....que nos queda a nosotros?...seremos los próximos? ....,Neutro,Gremio
"e meu namorado que deixou de ir jogar contra o grêmio hoje só pra me trazer pra jantar, obrigada vida, te amo",Positivo,Gremio
o grêmio é horrível e o corinthians consegue ser pior q eles é inacreditável,Negativo,Gremio
Lineamientos del IPASME para los Reposos,Positivo,Gremio
"Grêmio EXCLUSIVO O Estrela Vermelha, da Sérvia, e o Al Khaleej, da Arábia Saudita, demonstraram interesse em João Lucas. O lateral direito tem contrato com o Grêmio até o final de 2027 e está entregue ao departamento médico.",Neutro,Gremio
"Sabia que a glr ia focar no inter mesmo a gente estando uma porcaria, e essa mediocridade que nos apequenou, vamos cobrar as pessoas do Grêmio , cara empatar com uma postura dessa contra um Corinthians ridículo é vexame demais .",Negativo,Gremio
"do Globoplay o que vcs arrumaram? Só tá passando o Grêmio x Corinthians com uma porra de um merchan gigante da Betano, e na transmissão normal tá passando um jogo antigo ???????",Negativo,Gremio
Pavón em campo,Neutro,Gremio
POV voce ta na arena o gremio ta tomando 4 do corinthians e no intervalo tem um cara pedindo a mulher em casamento,Neutro,Gremio
Coloradinho ficou putinho com um fato Grêmio está na FRENTE do Inter com QUATRO pontos. Chora.,Negativo,Gremio
Dia dos Namorados a Sport Club Internacional,Neutro,Gremio
Eu esperando chegar o próximo Dia De Grêmio...,Neutro,Gremio
Rumo a Arena! Dia de provar que o AMOR É IMORTAL!,Positivo,Gremio
Esse meio campo bem treinado e com confiança pode ser o diferencial do Grêmio na temporada. Eu particularmente estou satisfeito.,Positivo,Gremio
Arena Porto-Alegrense divulga nota sobre sua relação com o Grêmio GZH,Neutro,Gremio
Nathan Pescador sem gasolina. Normal,Neutro,Gremio
O que um presidente tem que fazer para mudar um time que tem 100k de sócios com Luis Suárez para 300k em 3 anos? Marcelo Marques.,Neutro,Gremio
"UPEL BONO NO HA LLEGADO, SALUD IGUAL !!!",Neutro,Gremio
"Hoje eu vou nessa aqui. Tô confiante. O Grêmio não vence o Corinthians desde 2018, será que hoje vai?",Neutro,Gremio
"Corinthians perdeu 3 finais de copa do Brasil, as três com erros de arbitragem. Essa do Grêmio, a mais escandalosa. A falta fantasma no Dedé. O pênalti Cristo redentor do Léo Pereira.",Negativo,Gremio
DIA DOS NAMORADOS E O COLORADO RESOLVEU PASSAR NA ZONAQUE ISSO EM GURIZADAMAZÁ ALEBA HEINSPORT CLUB TAMO NAS COPAS FC,Neutro,Gremio
Eu indo dormir hoje em mais um dia sem jogo do Grêmio,Neutro,Gremio
GOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOL DO GRÊMIO! GRExCOR Brasileirão2025,Neutro,Gremio
2T45min Gol do Real Brasília. Real Brasília 2x0 Grêmio BrFeminino2025 RBRxGRE Mosqueteiras,Neutro,Gremio
"De acordo com informações do jornal português A Bola, o São Paulo estaria junto de Botafogo, Atlético-MG e Grêmio na busca pela contratação do atacante Biel, do Sporting. A equipe portuguesa estaria disposta a um empréstimo com opção de compra. Apuramos que o nome está em uma",Neutro,Gremio
GOLAÇO DO BRAITHWAITE! GRÊMIO 1-0 CORINTHIANS!,Positivo,Gremio
Ninguém Eu depois de assistir o filme Blade,Neutro,Gremio
"Alysson pelo 13 Jogos 496 minutos 5,5 jogos completos 1 Assistência Lucas Uebel Grêmio FBPA",Neutro,Gremio
"DIZ AÍ, FIEL Com a atuação de Dieguinho e Kayke no final da partida contra o Grêmio, você acredita que está na hora de ganharem mais chances no time principal?",Neutro,Gremio
Começou a ação de 1.500 ingressos gratuitos da na Arena. Em frente a Grêmio Mania! Só vir!,Neutro,Gremio
horrível pegando os reservas do corinthians e ficando retrancado atras,Negativo,Gremio
Cuellar bem fisicamente e rendendo o seu máximo na parte técnica será o MELHOR reforço do Grêmio no meio do ano.,Positivo,Gremio
A pedida de John Textor para liberar Adryelson ao Grêmio 7 milhões de euros cerca de R45 milhões Gustavo Martins. Rádio Gaúcha,Neutro,Gremio
"O auditório da Arena do Grêmio está de volta e completamente renovado. Nesta quinta-feira, no jogo Grêmio x Corinthians, o auditório voltará a ser utilizado para as coletivas de imprensa. JuntosSomosImortais ArenaDoGrêmio",Neutro,Gremio
"O homem que tirou eles da fila de títulos regionais, fila de quase uma década. Menos de 3 meses depois estão em campanha para sua demissão. Sabemos o nome disso! Está escancarado! Sim, isso seria as postagens dos vermelhos se isso tivesse acontecido no Grêmio. Escancarou a",Negativo,Gremio
"O universo não foi legal comigo marcando um Grêmio X Corinthians no dia dos namorados. Qual a chance de eu me dar bem? Só com o Tadala Natural né? - Garantia de 7 dias, não gostou é só devolver o produto para ter o dinheiro de volta. - SP, RJ e MG podem receber em até 24",Negativo,Gremio
"Grêmio vai para a parada com 5 pts de margem para o Z4. momento Inter, mas se for Vitória tb mantém a distância.",Neutro,Gremio
"HOMEM DE CONFIANÇA DO ROGER Mesmo com negociações avançadas com o Grêmio, o Inter ainda sonha com o volante Caíque, do Juventude O conseguiu apurar que o pedido da equipe da Serra é ousada Vem pra Maratona Q45!",Neutro,Gremio
"Resultados dos MeninosDaVila na manhã de hoje! As equipes Sub-17 e Sub-15 enfrentaram o Grêmio Mauaense, fora de casa, pelo estadual. Os mais velhos golearam por 8 a 0, com gols marcados por João Grando 4, Vinícius Rocha, Lorenzo de Paula e Davi Santos, além de um gol",Neutro,Gremio
Celeiro amplia! JOGADAÇA de Raykkonen pela esquerda e finalização de Victor Hugo para aumentar a vantagem. Grêmio 0x2 Inter Campeonato Gaúcho Sub-17 Semifinal,Positivo,Gremio
Faltam 26 pontos pro Grêmio escapar do rebaixamento. Os 4 últimos não farão mais que 41. Acho que escaparemos. Após fechar os pontos devemos fazer a limpa no elenco Pavon Volpi João Lucas Cândido Camilo Pescador Edenilson Jamerson Dodi Amuzu E mais uns q posso ter esquecido,Neutro,Gremio
"Situação do gramado da Arena. O próximo jogo do Grêmio é apenas na semana que vem, no dia 12.",Neutro,Gremio
"Raphinha FC Barcelona Sou colorado. Ronaldinho é gremista. Descobri fotos que eu torcia pelo Grêmio e depois entendi que foi por causa do Ronaldinho. Onde o Ronaldinho estava, eu era torcedor. Mas sou torcedor do Internacional desde pequeno. Virei a casaca, não sei quando,",Neutro,Gremio
Você acha que o Corinthians fez um bom jogo contra o Grêmio apesar do empate? Pós-Jogo do Meu Timão Apoio Jogue com responsabilidade 18,Neutro,Gremio
"O Grêmio deveria ter desistido dessa contratação por entender que não se trata de um jogador com qualidade suficiente para a dimensão do clube. Mas não, foi pq mais uma vez foram feitos de idiota.",Negativo,Gremio
"É simples Juventude fez uma oferta absurda e viu que o Grêmio aceitou. A partir dali, viu que negociava com um otário e tentou pedir um valor ainda maior. Por sorte, acredito que a repercussão da torcida fez a direção se atentar. É o mesmo caso de Onana, Inter e Man Utd.",Neutro,Gremio
Lleva tu donación de alimentos secos ...,Neutro,Gremio
In December of 81,Neutro,Flamengo
O gol mais bonito do Gabigol com a camisa do Flamengo.,Positivo,Flamengo
"A torcida do Flamengo é uma praga. Tava lá o torcedor do Real Madrid reinando absoluto no joguinho do Google. A Paulinha descobriu esse troço, divulgou aqui no twitter e o bagulho explodiu hahahahahahaha Se eu não fosse Flamengo eu também odiaria essa torcida hahahahaha",Negativo,Flamengo
Admin is locked in,Neutro,Flamengo
"Uma vez Flamengo, sempre Flamengo",Positivo,Flamengo
"Pouco se fala, mas a contratação do João Guilherme para a equipe da Flamengo TV foi um dos maiores acertos dessa temporada!",Positivo,Flamengo
eu quando a Ucrânia invadir a Rússia e chamarem o Gerson pra ajudar na guerra,Neutro,Flamengo
Thomas Partey repping Jorginhos new Flamengo shirt during a gym session in Ghana! Respect.,Neutro,Flamengo
A diferença do capitão para o capitão de verdade,Neutro,Flamengo
"PHOTO CR Flamengo, Brasil",Neutro,Flamengo
17 milhões já KKKKKKKKKKKKK,Neutro,Flamengo
Foto oficial de Jorginho com a camisa do Flamengo para o Mundial. A primeira competição do jogador pelo Rubro-Negro.,Neutro,Flamengo
ELE TÁ EM CASA NOSSO MISTER MLS,Neutro,Flamengo
LEANDRO Aqui em casa já estamos na torcida pelo bimundial do Flamengo.,Neutro,Flamengo
KKKKKKKKKKKKKKKKKKK que desgraça de torcida Quase 9 milhões já,Negativo,Flamengo
Edit absurdo,Negativo,Flamengo
"Pulgar, vc tem uma missão...",Neutro,Flamengo
ela não me responde deve ta me traindo eu ajudando o Flamengo a pegar a liderança,Negativo,Flamengo
O Flamengo divulgou um vídeo de 8 minutos com imagens do Aero Fla e os primeiros dias da delegação nos Estados Unidos. Um bom material produzido pela equipe do Fla.,Positivo,Flamengo
"Nação, com vocês o lendário flamengo de Jorge Jesus, simplesmente aniquilador de adversários, futebol mais bonito visto nos últimos anos no Brasil. Flamengo CRF",Positivo,Flamengo
NÓS SOMOS O FLAMENGO!,Neutro,Flamengo
"FAMOSAS Karoline Lima, namorada do Léo Pereira, ajudando a divulgar a marca Flamengo nos Estados Unidos insta karolinel",Neutro,Flamengo
Geração que cria jogadores hipotéticos... recibo Flamengo,Negativo,Flamengo
"Nunca, jamais, sob hipótese alguma ousem se comparar com o colossal CLUBE DE REGATAS DO FLAMENGO. Vocês são insetos, nanicos, insignificantes, porras nenhuma, o coco do cavalo do bandido perto de nossa imensa torcida. Faz o sinal da cruz, é o malvadão!",Negativo,Flamengo
Torcida Jovem do Flamengo A mais temida do Brasil. Desde 1967,Neutro,Flamengo
Empalou o rabicó... recibo Flamengo,Neutro,Flamengo
Isso aqui é Flamengo!!!!,Positivo,Flamengo
"A Casa Flamengo, nos Estados Unidos, foi inaugurada e está disponível para os rubro-negros aproveitarem bastante o espaço. O horário de funcionamento é de 13h às 22h horário local, é claro.",Neutro,Flamengo
Flamengo 1-0 Esperance Flamengo 1-0 Chelsea Flamengo 1-0 LAFC 8as FLA 1-0 Benfica Os amores de Jorge 4as FLA 1-0 Atleti Filipe vs Simeone - O Reencontro Semi FLA 0-0 RM 5-4 pen A Vingança de Filipe Final FLA 1-0 PSG Ortiz de cabeça Não pediram o mundo de novo?,Neutro,Flamengo
